address,albers_x,albers_y,admin_id,nearest_facility,coord_x,coord_y,drv_time_sec,drv_time_hrs,drv_dist,tag
"1005 E 21ST AV, VANCOUVER, BC",1212464,475011,1234,Charles Dickens Elementary,1212535,475325,85.5845601564754,00:01:25,0.588,schools
"1005 E 22ND AV, VANCOUVER, BC",1212464,474905,1234,Charles Dickens Elementary,1212535,475325,105.68020120316177,00:01:45,0.695,schools
"1005 E 40TH AV, VANCOUVER, BC",1212470,473006,1234,Sir Alexander Mackenzie Elementary,1212313,473057,48.527300602315435,00:00:48,0.217,schools
"1005 E BROADWAY, VANCOUVER, BC",1212456,476197,1234,Mount Pleasant StrongStart Centre,1211649,476302,126.14845607813798,00:02:06,0.851,schools
"1005 E BROADWAY, VANCOUVER, BC",1212446,476197,1234,Mount Pleasant StrongStart Centre,1211649,476302,126.14845607813798,00:02:06,0.851,schools
"1005 E KING EDWARD AV, VANCOUVER, BC",1212471,474645,1234,Charles Dickens Annex,1212533,474809,67.3780616166853,00:01:07,0.27,schools
"1005 GRANVILLE ST, VANCOUVER, BC",1209424,477911,1234,Pattison High School,1209307,478110,112.12061402400315,00:01:52,0.726,schools
"1005 GRANVILLE ST, VANCOUVER, BC",1209418,477905,1234,Pattison High School,1209307,478110,112.12061402400315,00:01:52,0.726,schools
"1005 GRANVILLE ST, VANCOUVER, BC",1209434,477922,1234,Pattison High School,1209307,478110,112.12061402400315,00:01:52,0.726,schools
"1005 GRANVILLE ST, VANCOUVER, BC",1209429,477917,1234,Pattison High School,1209307,478110,112.12061402400315,00:01:52,0.726,schools
"1005 JERVIS ST, VANCOUVER, BC",1208755,478519,1234,Lord Roberts Elementary,1208355,478705,100.73555151373999,00:01:40,0.632,schools
"1005 STATION ST, VANCOUVER, BC",1211196,477586,1234,Crosstown Elementary,1210665,477892,137.3170953559896,00:02:17,1.173,schools
"1005 W 7TH AV, VANCOUVER, BC",1209241,476362,1234,L'Ecole Bilingue Elementary,1209026,475541,128.63756551308103,00:02:08,1.141,schools
"1006 E 18TH AV, VANCOUVER, BC",1212475,475266,1234,Charles Dickens Elementary,1212535,475325,85.45888503109227,00:01:25,0.422,schools
"1006 W 12TH AV, VANCOUVER, BC",1209264,475796,1234,L'Ecole Bilingue Elementary,1209026,475541,55.25669545420116,00:00:55,0.523,schools
"1006 W 37TH AV, VANCOUVER, BC",1209265,473197,1234,King David High School,1209691,472828,131.09699593646366,00:02:11,0.995,schools
"1007 E 12TH AV, VANCOUVER, BC",1212465,475885,1234,Florence Nightingale StrongStart Centre,1211687,475869,112.75515912292204,00:01:52,0.923,schools
"1007 W 26TH AV, VANCOUVER, BC",1209243,474462,1234,Westside Montessori,1209243,474492,18.832156706978218,00:00:18,0.071,schools
"1008 CAMBIE ST, VANCOUVER, BC",1209866,477463,1234,Elsie Roy Elementary,1209538,477136,68.82835883688811,00:01:08,0.61,schools
"1008 CONNAUGHT DRIVE, VANCOUVER, BC",1209251,473911,1234,Vancouver Talmud Torah Elementary,1209333,474385,75.0873058780011,00:01:15,0.531,schools
"1008 E 14TH AV, VANCOUVER, BC",1212472,475628,1234,Charles Dickens Elementary,1212535,475325,109.14704676878505,00:01:49,0.544,schools
"1008 E 22ND AV, VANCOUVER, BC",1212465,474859,1234,Charles Dickens Annex,1212533,474809,88.00951876507494,00:01:28,0.541,schools
"1008 E 24TH AV, VANCOUVER, BC",1212479,474665,1234,Charles Dickens Annex,1212533,474809,123.14168682344007,00:02:03,0.608,schools
"1008 E 38TH AV, VANCOUVER, BC",1212466,473154,1234,Sir Alexander Mackenzie Elementary,1212313,473057,84.06387011374356,00:01:24,0.567,schools
"1008 HOMER ST, VANCOUVER, BC",1209693,477676,1234,Elsie Roy Elementary,1209538,477136,109.47993263028866,00:01:49,0.872,schools
"1008 ROBSON ST, VANCOUVER, BC",1209406,478372,1234,Pattison High School,1209307,478110,106.48183299304131,00:01:46,0.655,schools
"1008 W 32ND AV, VANCOUVER, BC",1209264,473776,1234,BC Children's Adol. Psych. Unit,1209444,473506,93.60219173612518,00:01:33,0.641,schools
"1009 E 10TH AV, VANCOUVER, BC",1212459,476086,1234,Florence Nightingale StrongStart Centre,1211687,475869,153.05753671728343,00:02:33,1.259,schools
"1009 E 11TH AV, VANCOUVER, BC",1212464,475979,1234,Florence Nightingale StrongStart Centre,1211687,475869,92.19890775235491,00:01:32,0.878,schools
"1009 E 14TH AV, VANCOUVER, BC",1212472,475685,1234,Charles Dickens Elementary,1212535,475325,137.85229772049632,00:02:17,0.595,schools
"1009 E 21ST AV, VANCOUVER, BC",1212479,475012,1234,Charles Dickens Elementary,1212535,475325,94.67480005082908,00:01:34,0.405,schools
"1009 E 22ND AV, VANCOUVER, BC",1212474,474906,1234,Charles Dickens Annex,1212533,474809,53.958659730128105,00:00:53,0.162,schools
"1009 E 40TH AV, VANCOUVER, BC",1212481,473006,1234,Sir Alexander Mackenzie Elementary,1212313,473057,114.7282819208444,00:01:54,0.491,schools
"1009 HARWOOD ST, VANCOUVER, BC",1208869,477757,1234,Pattison High School,1209307,478110,79.37420610548227,00:01:19,0.58,schools
"1009 LAURIER AV, VANCOUVER, BC",1209243,474769,1234,Westside Montessori,1209243,474492,52.91084070603375,00:00:52,0.425,schools
"1009 W 10TH AV, VANCOUVER, BC",1209260,476063,1234,L'Ecole Bilingue Elementary,1209026,475541,101.12355778565895,00:01:41,0.847,schools
"1009 W 10TH AV, VANCOUVER, BC",1209244,476063,1234,L'Ecole Bilingue Elementary,1209026,475541,101.12355778565895,00:01:41,0.847,schools
"1009 W 32ND AV, VANCOUVER, BC",1209255,473821,1234,Vancouver Talmud Torah Elementary,1209333,474385,95.27639713154386,00:01:35,0.879,schools
"101 E 24TH AV, VANCOUVER, BC",1211053,474692,1234,David Livingstone Elementary,1211419,474823,106.46992401272426,00:01:46,0.727,schools
"101 E 24TH AV, VANCOUVER, BC",1211044,474693,1234,David Livingstone Elementary,1211419,474823,106.46992401272426,00:01:46,0.727,schools
"101 E 7TH AV, VANCOUVER, BC",1211030,476378,1234,St Patrick Regional Secondary,1211034,475992,98.4498659180218,00:01:38,0.652,schools
"101 E HASTINGS ST, VANCOUVER, BC",1210986,478245,1234,Crosstown Elementary,1210665,477892,118.37575689216281,00:01:58,0.723,schools
"101 E WATERFRONT ROAD, VANCOUVER, BC",1210971,478627,1234,Alexander Academy,1210097,478578,336.08153745210143,00:05:36,2.067,schools
"101 SMITHE ST, VANCOUVER, BC",1210019,477663,1234,Elsie Roy Elementary,1209538,477136,111.35040793650843,00:01:51,0.951,schools
"101 SMITHE ST, VANCOUVER, BC",1210024,477669,1234,Elsie Roy Elementary,1209538,477136,111.35040793650843,00:01:51,0.951,schools
"101 SMITHE ST, VANCOUVER, BC",1210014,477657,1234,Elsie Roy Elementary,1209538,477136,111.35040793650843,00:01:51,0.951,schools
"101 TALISMAN AV, VANCOUVER, BC",1210651,474294,1234,General Wolfe Elementary,1210854,474408,118.09964562899158,00:01:58,0.959,schools
"101 W 5TH AV, VANCOUVER, BC",1210692,476588,1234,St Patrick Regional Secondary,1211034,475992,171.04370754354858,00:02:51,1.506,schools
"101 W 5TH AV, VANCOUVER, BC",1210693,476574,1234,St Patrick Regional Secondary,1211034,475992,171.04370754354858,00:02:51,1.506,schools
"101 W 5TH AV, VANCOUVER, BC",1210693,476563,1234,St Patrick Regional Secondary,1211034,475992,171.04370754354858,00:02:51,1.506,schools
"1010 BURNABY ST, VANCOUVER, BC",1208896,477797,1234,Anchor Point Montessori,1208902,477646,117.21289774323814,00:01:57,0.735,schools
"1010 CHILCO ST, VANCOUVER, BC",1208065,479150,1234,King George Secondary,1208443,479047,103.09618044421438,00:01:43,0.736,schools
"1010 E 11TH AV, VANCOUVER, BC",1212463,475934,1234,Florence Nightingale StrongStart Centre,1211687,475869,108.10971978990499,00:01:48,0.874,schools
"1010 E 17TH AV, VANCOUVER, BC",1212535,475325,1234,Charles Dickens Elementary,1212535,475325,0.0,00:00:00,0,schools
"1010 E 21ST AV, VANCOUVER, BC",1212466,474955,1234,Charles Dickens Elementary,1212535,475325,100.95187284066893,00:01:40,0.645,schools
"1010 E 22ND AV, VANCOUVER, BC",1212475,474859,1234,Charles Dickens Annex,1212533,474809,88.03783460925659,00:01:28,0.541,schools
"1010 E 40TH AV, VANCOUVER, BC",1212474,472946,1234,Sir Alexander Mackenzie Elementary,1212313,473057,55.86487922886208,00:00:55,0.276,schools
"1010 EXPO BOULEVARD, VANCOUVER, BC",1209991,477391,1234,The Westside School,1210172,477754,242.0347679755779,00:04:02,2.853,schools
"1010 GILFORD ST, VANCOUVER, BC",1208161,479061,1234,King George Secondary,1208443,479047,70.06792312667929,00:01:10,0.545,schools
"1010 HOWE ST, VANCOUVER, BC",1209381,477936,1234,Anchor Point Montessori,1208902,477646,141.16006000211766,00:02:21,0.847,schools
"1010 NANTON AV, VANCOUVER, BC",1209247,474221,1234,Vancouver Talmud Torah Elementary,1209333,474385,28.64905185611253,00:00:28,0.172,schools
"1010 PACIFIC BOULEVARD, VANCOUVER, BC",1210039,477294,1234,Elsie Roy Elementary,1209538,477136,102.96768939255564,00:01:42,0.864,schools
"1010 PACIFIC BOULEVARD, VANCOUVER, BC",1210038,477305,1234,Elsie Roy Elementary,1209538,477136,102.96768939255564,00:01:42,0.864,schools
"1010 RAYMUR AV, VANCOUVER, BC",1212449,477627,1234,Admiral Seymour StrongStart Centre,1212578,477967,149.61651241721773,00:02:29,1.126,schools
"1010 RAYMUR AV, VANCOUVER, BC",1212450,477597,1234,Admiral Seymour StrongStart Centre,1212578,477967,149.61651241721773,00:02:29,1.126,schools
"1010 RAYMUR AV, VANCOUVER, BC",1212450,477582,1234,Admiral Seymour StrongStart Centre,1212578,477967,149.61651241721773,00:02:29,1.126,schools
"1010 RAYMUR AV, VANCOUVER, BC",1212450,477574,1234,Admiral Seymour StrongStart Centre,1212578,477967,149.61651241721773,00:02:29,1.126,schools
"1010 RAYMUR AV, VANCOUVER, BC",1212484,477582,1234,Admiral Seymour StrongStart Centre,1212578,477967,149.61651241721773,00:02:29,1.126,schools
"1010 RAYMUR AV, VANCOUVER, BC",1212484,477590,1234,Admiral Seymour StrongStart Centre,1212578,477967,149.61651241721773,00:02:29,1.126,schools
"1010 RAYMUR AV, VANCOUVER, BC",1212484,477605,1234,Admiral Seymour StrongStart Centre,1212578,477967,149.61651241721773,00:02:29,1.126,schools
